time,S,I,R
0.0,95,5,0
1.0,0,90,10
2.0,0,80,20
3.0,0,73,27
4.0,0,65,35
5.0,0,58,42
6.0,0,54,46
7.0,0,47,53
8.0,0,41,59
9.0,0,36,64
10.0,0,32,68
11.0,0,29,71
12.0,0,26,74
13.0,0,24,76
14.0,0,21,79
15.0,0,20,80
16.0,0,19,81
17.0,0,17,83
18.0,0,16,84
19.0,0,16,84
20.0,0,13,87
21.0,0,11,89
22.0,0,10,90
23.0,0,9,91
24.0,0,8,92
25.0,0,6,94
26.0,0,5,95
27.0,0,5,95
28.0,0,5,95
29.0,0,3,97
30.0,0,2,98
31.0,0,1,99
32.0,0,1,99
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
