time,S,I,R
0.0,95,5,0
1.0,0,85,15
2.0,0,81,19
3.0,0,73,27
4.0,0,70,30
5.0,0,65,35
6.0,0,57,43
7.0,0,55,45
8.0,0,49,51
9.0,0,45,55
10.0,0,42,58
11.0,0,37,63
12.0,0,34,66
13.0,0,31,69
14.0,0,28,72
15.0,0,24,76
16.0,0,23,77
17.0,0,18,82
18.0,0,16,84
19.0,0,14,86
20.0,0,14,86
21.0,0,12,88
22.0,0,10,90
23.0,0,8,92
24.0,0,7,93
25.0,0,6,94
26.0,0,5,95
27.0,0,4,96
28.0,0,4,96
29.0,0,4,96
30.0,0,4,96
31.0,0,3,97
32.0,0,1,99
33.0,0,1,99
34.0,0,1,99
35.0,0,1,99
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
