time,S,I,R
0.0,95,5,0
1.0,0,84,16
2.0,0,76,24
3.0,0,67,33
4.0,0,59,41
5.0,0,51,49
6.0,0,43,57
7.0,0,39,61
8.0,0,34,66
9.0,0,28,72
10.0,0,26,74
11.0,0,25,75
12.0,0,21,79
13.0,0,19,81
14.0,0,19,81
15.0,0,16,84
16.0,0,14,86
17.0,0,11,89
18.0,0,10,90
19.0,0,9,91
20.0,0,9,91
21.0,0,7,93
22.0,0,6,94
23.0,0,5,95
24.0,0,5,95
25.0,0,3,97
26.0,0,3,97
27.0,0,1,99
28.0,0,1,99
29.0,0,1,99
30.0,0,1,99
31.0,0,1,99
32.0,0,1,99
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
41.0,0,0,100
42.0,0,0,100
43.0,0,0,100
44.0,0,0,100
45.0,0,0,100
46.0,0,0,100
47.0,0,0,100
48.0,0,0,100
49.0,0,0,100
50.0,0,0,100
