time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,85,15
3.0,0,79,21
4.0,0,70,30
5.0,0,61,39
6.0,0,57,43
7.0,0,50,50
8.0,0,46,54
9.0,0,39,61
10.0,0,35,65
11.0,0,30,70
12.0,0,27,73
13.0,0,24,76
14.0,0,22,78
15.0,0,18,82
16.0,0,17,83
17.0,0,16,84
18.0,0,13,87
19.0,0,13,87
20.0,0,9,91
21.0,0,9,91
22.0,0,7,93
23.0,0,6,94
24.0,0,5,95
25.0,0,3,97
26.0,0,2,98
27.0,0,2,98
28.0,0,2,98
29.0,0,1,99
30.0,0,0,100
31.0,0,0,100
32.0,0,0,100
33.0,0,0,100
34.0,0,0,100
35.0,0,0,100
36.0,0,0,100
37.0,0,0,100
38.0,0,0,100
39.0,0,0,100
40.0,0,0,100
