time,S,I,R
0.0,95,5,0
1.0,0,92,8
2.0,0,85,15
3.0,0,80,20
4.0,0,75,25
5.0,0,65,35
6.0,0,61,39
7.0,0,55,45
8.0,0,51,49
9.0,0,49,51
10.0,0,42,58
11.0,0,38,62
12.0,0,37,63
13.0,0,32,68
14.0,0,30,70
15.0,0,28,72
16.0,0,25,75
17.0,0,24,76
18.0,0,23,77
19.0,0,22,78
20.0,0,20,80
21.0,0,20,80
22.0,0,17,83
23.0,0,16,84
24.0,0,13,87
25.0,0,12,88
26.0,0,9,91
27.0,0,8,92
28.0,0,7,93
29.0,0,6,94
30.0,0,4,96
31.0,0,3,97
32.0,0,3,97
33.0,0,3,97
34.0,0,3,97
35.0,0,2,98
36.0,0,1,99
37.0,0,1,99
38.0,0,1,99
39.0,0,1,99
40.0,0,1,99
41.0,0,0,100
42.0,0,0,100
