beta,gamma,time,S,I,R,num_simulations,timestamp
0.3,0.7000000000000001,88.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973456
0.3,0.7000000000000001,89.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973457
0.3,0.7000000000000001,90.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973458
0.3,0.7000000000000001,91.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973459
0.3,0.7000000000000001,92.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973460
0.3,0.7000000000000001,93.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973461
0.3,0.7000000000000001,94.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973462
0.3,0.7000000000000001,95.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973463
0.3,0.7000000000000001,96.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973464
0.3,0.7000000000000001,97.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973465
0.3,0.7000000000000001,98.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973466
0.3,0.7000000000000001,99.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973467
0.3,0.7000000000000001,100.0,0.0,0.58,99.42,50,2025-04-07T21:22:52.973468
0.3,0.8,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:53.037116
0.3,0.8,1.0,0.0,47.46,52.54,50,2025-04-07T21:22:53.037122
0.3,0.8,2.0,0.0,20.52,79.48,50,2025-04-07T21:22:53.037123
0.3,0.8,3.0,0.0,8.76,91.24,50,2025-04-07T21:22:53.037124
0.3,0.8,4.0,0.0,3.44,96.56,50,2025-04-07T21:22:53.037126
0.3,0.8,5.0,0.0,1.06,98.94,50,2025-04-07T21:22:53.037127
0.3,0.8,6.0,0.0,0.36,99.64,50,2025-04-07T21:22:53.037128
0.3,0.8,7.0,0.0,0.22,99.78,50,2025-04-07T21:22:53.037129
0.3,0.8,8.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037130
0.3,0.8,9.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037131
0.3,0.8,10.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037132
0.3,0.8,11.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037133
0.3,0.8,12.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037134
0.3,0.8,13.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037135
0.3,0.8,14.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037136
0.3,0.8,15.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037137
0.3,0.8,16.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037138
0.3,0.8,17.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037139
0.3,0.8,18.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037141
0.3,0.8,19.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037142
0.3,0.8,20.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037143
0.3,0.8,21.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037144
0.3,0.8,22.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037145
0.3,0.8,23.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037146
0.3,0.8,24.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037147
0.3,0.8,25.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037148
0.3,0.8,26.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037149
0.3,0.8,27.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037150
0.3,0.8,28.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037151
0.3,0.8,29.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037152
0.3,0.8,30.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037153
0.3,0.8,31.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037154
0.3,0.8,32.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037155
0.3,0.8,33.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037156
0.3,0.8,34.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037158
0.3,0.8,35.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037159
0.3,0.8,36.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037160
0.3,0.8,37.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037161
0.3,0.8,38.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037162
0.3,0.8,39.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037163
0.3,0.8,40.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037164
0.3,0.8,41.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037165
0.3,0.8,42.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037166
0.3,0.8,43.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037167
0.3,0.8,44.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037177
0.3,0.8,45.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037178
0.3,0.8,46.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037179
0.3,0.8,47.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037180
0.3,0.8,48.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037182
0.3,0.8,49.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037183
0.3,0.8,50.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037184
0.3,0.8,51.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037185
0.3,0.8,52.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037186
0.3,0.8,53.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037187
0.3,0.8,54.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037188
0.3,0.8,55.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037189
0.3,0.8,56.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037190
0.3,0.8,57.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037191
0.3,0.8,58.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037192
0.3,0.8,59.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037193
0.3,0.8,60.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037194
0.3,0.8,61.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037195
0.3,0.8,62.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037196
0.3,0.8,63.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037197
0.3,0.8,64.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037198
0.3,0.8,65.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037199
0.3,0.8,66.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037200
0.3,0.8,67.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037201
0.3,0.8,68.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037202
0.3,0.8,69.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037203
0.3,0.8,70.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037204
0.3,0.8,71.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037205
0.3,0.8,72.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037206
0.3,0.8,73.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037207
0.3,0.8,74.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037208
0.3,0.8,75.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037209
0.3,0.8,76.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037210
0.3,0.8,77.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037211
0.3,0.8,78.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037212
0.3,0.8,79.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037213
0.3,0.8,80.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037214
0.3,0.8,81.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037215
0.3,0.8,82.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037216
0.3,0.8,83.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037217
0.3,0.8,84.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037218
0.3,0.8,85.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037219
0.3,0.8,86.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037220
0.3,0.8,87.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037221
0.3,0.8,88.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037222
0.3,0.8,89.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037223
0.3,0.8,90.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037224
0.3,0.8,91.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037225
0.3,0.8,92.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037226
0.3,0.8,93.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037227
0.3,0.8,94.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037228
0.3,0.8,95.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037229
0.3,0.8,96.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037230
0.3,0.8,97.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037231
0.3,0.8,98.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037232
0.3,0.8,99.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037233
0.3,0.8,100.0,0.0,0.2,99.8,50,2025-04-07T21:22:53.037234
0.3,0.9,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:53.074020
0.3,0.9,1.0,0.0,43.04,56.96,50,2025-04-07T21:22:53.074025
0.3,0.9,2.0,0.0,16.84,83.16,50,2025-04-07T21:22:53.074027
0.3,0.9,3.0,0.0,6.66,93.34,50,2025-04-07T21:22:53.074028
0.3,0.9,4.0,0.0,2.44,97.56,50,2025-04-07T21:22:53.074029
0.3,0.9,5.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.074030
0.3,0.9,6.0,0.0,0.68,99.32,50,2025-04-07T21:22:53.074031
0.3,0.9,7.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074032
0.3,0.9,8.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074033
0.3,0.9,9.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074034
0.3,0.9,10.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074035
0.3,0.9,11.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074036
0.3,0.9,12.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074037
0.3,0.9,13.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074038
0.3,0.9,14.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074039
0.3,0.9,15.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074040
0.3,0.9,16.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074042
0.3,0.9,17.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074043
0.3,0.9,18.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074044
0.3,0.9,19.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074045
0.3,0.9,20.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074046
0.3,0.9,21.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074047
0.3,0.9,22.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074048
0.3,0.9,23.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074049
0.3,0.9,24.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074050
0.3,0.9,25.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074051
0.3,0.9,26.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074052
0.3,0.9,27.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074053
0.3,0.9,28.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074054
0.3,0.9,29.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074055
0.3,0.9,30.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074056
0.3,0.9,31.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074057
0.3,0.9,32.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074058
0.3,0.9,33.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074059
0.3,0.9,34.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074061
0.3,0.9,35.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074062
0.3,0.9,36.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074063
0.3,0.9,37.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074064
0.3,0.9,38.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074065
0.3,0.9,39.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074066
0.3,0.9,40.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074067
0.3,0.9,41.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074068
0.3,0.9,42.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074069
0.3,0.9,43.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074070
0.3,0.9,44.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074071
0.3,0.9,45.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074079
0.3,0.9,46.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074080
0.3,0.9,47.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074081
0.3,0.9,48.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074082
0.3,0.9,49.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074083
0.3,0.9,50.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074084
0.3,0.9,51.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074085
0.3,0.9,52.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074086
0.3,0.9,53.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074087
0.3,0.9,54.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074088
0.3,0.9,55.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074089
0.3,0.9,56.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074090
0.3,0.9,57.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074091
0.3,0.9,58.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074092
0.3,0.9,59.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074093
0.3,0.9,60.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074094
0.3,0.9,61.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074095
0.3,0.9,62.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074096
0.3,0.9,63.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074097
0.3,0.9,64.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074098
0.3,0.9,65.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074099
0.3,0.9,66.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074100
0.3,0.9,67.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074101
0.3,0.9,68.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074102
0.3,0.9,69.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074103
0.3,0.9,70.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074104
0.3,0.9,71.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074105
0.3,0.9,72.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074106
0.3,0.9,73.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074107
0.3,0.9,74.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074108
0.3,0.9,75.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074109
0.3,0.9,76.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074110
0.3,0.9,77.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074111
0.3,0.9,78.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074112
0.3,0.9,79.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074113
0.3,0.9,80.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074114
0.3,0.9,81.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074115
0.3,0.9,82.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074116
0.3,0.9,83.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074117
0.3,0.9,84.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074118
0.3,0.9,85.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074119
0.3,0.9,86.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074120
0.3,0.9,87.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074121
0.3,0.9,88.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074122
0.3,0.9,89.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074123
0.3,0.9,90.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074124
0.3,0.9,91.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074125
0.3,0.9,92.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074126
0.3,0.9,93.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074127
0.3,0.9,94.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074128
0.3,0.9,95.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074129
0.3,0.9,96.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074130
0.3,0.9,97.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074131
0.3,0.9,98.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074132
0.3,0.9,99.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074138
0.3,0.9,100.0,0.0,0.56,99.44,50,2025-04-07T21:22:53.074139
0.3,1.0,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:53.110092
0.3,1.0,1.0,0.0,39.68,60.32,50,2025-04-07T21:22:53.110098
0.3,1.0,2.0,0.0,14.46,85.54,50,2025-04-07T21:22:53.110099
0.3,1.0,3.0,0.0,4.94,95.06,50,2025-04-07T21:22:53.110100
0.3,1.0,4.0,0.0,1.96,98.04,50,2025-04-07T21:22:53.110101
0.3,1.0,5.0,0.0,1.0,99.0,50,2025-04-07T21:22:53.110103
0.3,1.0,6.0,0.0,0.9,99.1,50,2025-04-07T21:22:53.110104
0.3,1.0,7.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110105
0.3,1.0,8.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110106
0.3,1.0,9.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110107
0.3,1.0,10.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110108
0.3,1.0,11.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110109
0.3,1.0,12.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110110
0.3,1.0,13.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110111
0.3,1.0,14.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110112
0.3,1.0,15.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110113
0.3,1.0,16.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110114
0.3,1.0,17.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110115
0.3,1.0,18.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110116
0.3,1.0,19.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110117
0.3,1.0,20.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110118
0.3,1.0,21.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110119
0.3,1.0,22.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110120
0.3,1.0,23.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110121
0.3,1.0,24.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110122
0.3,1.0,25.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110123
0.3,1.0,26.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110124
0.3,1.0,27.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110126
0.3,1.0,28.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110127
0.3,1.0,29.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110128
0.3,1.0,30.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110129
0.3,1.0,31.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110130
0.3,1.0,32.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110131
0.3,1.0,33.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110132
0.3,1.0,34.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110133
0.3,1.0,35.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110134
0.3,1.0,36.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110135
0.3,1.0,37.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110136
0.3,1.0,38.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110137
0.3,1.0,39.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110138
0.3,1.0,40.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110139
0.3,1.0,41.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110140
0.3,1.0,42.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110141
0.3,1.0,43.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110142
0.3,1.0,44.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110143
0.3,1.0,45.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110144
0.3,1.0,46.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110146
0.3,1.0,47.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110147
0.3,1.0,48.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110148
0.3,1.0,49.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110149
0.3,1.0,50.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110150
0.3,1.0,51.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110151
0.3,1.0,52.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110152
0.3,1.0,53.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110153
0.3,1.0,54.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110154
0.3,1.0,55.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110155
0.3,1.0,56.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110156
0.3,1.0,57.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110157
0.3,1.0,58.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110158
0.3,1.0,59.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110159
0.3,1.0,60.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110160
0.3,1.0,61.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110161
0.3,1.0,62.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110162
0.3,1.0,63.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110163
0.3,1.0,64.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110164
0.3,1.0,65.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110165
0.3,1.0,66.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110166
0.3,1.0,67.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110167
0.3,1.0,68.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110168
0.3,1.0,69.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110169
0.3,1.0,70.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110170
0.3,1.0,71.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110183
0.3,1.0,72.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110184
0.3,1.0,73.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110185
0.3,1.0,74.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110186
0.3,1.0,75.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110187
0.3,1.0,76.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110190
0.3,1.0,77.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110191
0.3,1.0,78.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110192
0.3,1.0,79.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110193
0.3,1.0,80.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110194
0.3,1.0,81.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110195
0.3,1.0,82.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110196
0.3,1.0,83.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110197
0.3,1.0,84.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110198
0.3,1.0,85.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110199
0.3,1.0,86.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110200
0.3,1.0,87.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110201
0.3,1.0,88.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110202
0.3,1.0,89.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110203
0.3,1.0,90.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110204
0.3,1.0,91.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110205
0.3,1.0,92.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110206
0.3,1.0,93.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110207
0.3,1.0,94.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110208
0.3,1.0,95.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110209
0.3,1.0,96.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110210
0.3,1.0,97.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110211
0.3,1.0,98.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110212
0.3,1.0,99.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110213
0.3,1.0,100.0,0.0,0.88,99.12,50,2025-04-07T21:22:53.110214
0.4,0.1,0.0,95.0,5.0,0.0,50,2025-04-07T21:22:53.145897
0.4,0.1,1.0,0.0,90.06,9.94,50,2025-04-07T21:22:53.145903
0.4,0.1,2.0,0.0,80.78,19.22,50,2025-04-07T21:22:53.145905
0.4,0.1,3.0,0.0,73.06,26.94,50,2025-04-07T21:22:53.145906
0.4,0.1,4.0,0.0,66.78,33.22,50,2025-04-07T21:22:53.145907
0.4,0.1,5.0,0.0,60.66,39.34,50,2025-04-07T21:22:53.145908
0.4,0.1,6.0,0.0,54.84,45.16,50,2025-04-07T21:22:53.145909
0.4,0.1,7.0,0.0,49.88,50.12,50,2025-04-07T21:22:53.145910
0.4,0.1,8.0,0.0,45.04,54.96,50,2025-04-07T21:22:53.145911
0.4,0.1,9.0,0.0,40.96,59.04,50,2025-04-07T21:22:53.145912
0.4,0.1,10.0,0.0,36.94,63.06,50,2025-04-07T21:22:53.145913
0.4,0.1,11.0,0.0,33.12,66.88,50,2025-04-07T21:22:53.145914
0.4,0.1,12.0,0.0,30.08,69.92,50,2025-04-07T21:22:53.145915
0.4,0.1,13.0,0.0,27.66,72.34,50,2025-04-07T21:22:53.145916
0.4,0.1,14.0,0.0,24.98,75.02,50,2025-04-07T21:22:53.145917
